State,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Income,Location Code,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Policies,Policy Type,Policy,Renew Offer Type,Total Claim Amount,Vehicle Class,Vehicle Size,Customer Lifetime Value
Nevada,Extended,College,1/21/2011,Unemployed,F,0,Suburban,Single,82,14,23,6,Corporate Auto,Corporate L2,Offer3,863.935307,Four-Door Car,Medsize,5619.967791
Oregon,Extended,High School or Below,1/12/2011,Employed,M,40882,Urban,Divorced,89,6,17,2,Corporate Auto,Corporate L3,Offer2,393.637436,Two-Door Car,Large,10340.45566
Oregon,Extended,High School or Below,1/20/2011,Employed,M,34498,Suburban,Single,83,30,72,7,Personal Auto,Personal L2,Offer2,398.4,Two-Door Car,Small,6369.262355
Oregon,Basic,High School or Below,1/30/2011,Unemployed,F,0,Suburban,Married,74,0,52,1,Personal Auto,Personal L3,Offer1,355.2,Four-Door Car,Small,2767.5949
California,Basic,High School or Below,2/20/2011,Medical Leave,F,23228,Suburban,Married,64,4,0,6,Corporate Auto,Corporate L3,Offer1,307.2,Four-Door Car,Medsize,4831.421687
Oregon,Basic,College,2/26/2011,Employed,F,40864,Rural,Married,109,16,70,1,Personal Auto,Personal L2,Offer1,166.937747,SUV,Medsize,4282.947971
Oregon,Basic,Master,1/11/2011,Employed,M,46133,Rural,Divorced,73,7,78,5,Personal Auto,Personal L2,Offer1,19.626306,Four-Door Car,Large,5718.276608
Arizona,Basic,College,2/9/2011,Employed,M,46900,Suburban,Married,66,13,59,1,Personal Auto,Personal L2,Offer2,316.8,Four-Door Car,Medsize,2580.849899
Washington,Extended,High School or Below,2/11/2011,Unemployed,F,0,Suburban,Single,92,1,17,6,Personal Auto,Personal L2,Offer3,441.6,Four-Door Car,Medsize,6481.382268
Washington,Basic,Master,2/10/2011,Employed,M,53390,Urban,Married,64,13,41,5,Personal Auto,Personal L2,Offer3,278.999409,Four-Door Car,Medsize,5133.414764
California,Basic,College,1/25/2011,Employed,F,99185,Urban,Married,115,8,19,3,Corporate Auto,Corporate L3,Offer2,449.428182,SUV,Medsize,9369.639891
Oregon,Extended,Bachelor,1/10/2011,Employed,F,62815,Rural,Married,80,14,84,1,Special Auto,Special L1,Offer2,47.061469,Two-Door Car,Large,3196.578455
Oregon,Basic,College,2/28/2011,Employed,F,26277,Suburban,Single,61,17,30,4,Personal Auto,Personal L2,Offer3,292.8,Four-Door Car,Medsize,4720.608872
Washington,Premium,Doctor,1/16/2011,Employed,F,41854,Urban,Married,110,17,44,8,Personal Auto,Personal L3,Offer1,481.269644,Four-Door Car,Medsize,8861.900439
Arizona,Extended,College,2/4/2011,Unemployed,M,0,Suburban,Married,86,4,56,8,Personal Auto,Personal L3,Offer2,412.8,Two-Door Car,Medsize,6032.737631
Arizona,Extended,High School or Below,1/14/2011,Employed,M,66627,Suburban,Married,85,32,55,8,Personal Auto,Personal L1,Offer2,733.21126,Four-Door Car,Medsize,6832.36853
Oregon,Basic,High School or Below,2/28/2011,Disabled,M,12131,Urban,Single,64,32,60,1,Personal Auto,Personal L2,Offer3,251.44949,Four-Door Car,Medsize,2242.090803
Arizona,Basic,High School or Below,2/3/2011,Unemployed,F,0,Suburban,Married,110,4,61,1,Personal Auto,Personal L2,Offer1,528,SUV,Medsize,4157.698118
California,Extended,Bachelor,1/1/2011,Unemployed,M,0,Suburban,Single,90,4,18,5,Personal Auto,Personal L1,Offer1,648,Two-Door Car,Large,6189.122455
California,Basic,College,2/10/2011,Employed,M,33317,Suburban,Married,72,18,31,3,Personal Auto,Personal L2,Offer1,345.6,Two-Door Car,Medsize,5643.724704
Arizona,Basic,Doctor,2/22/2011,Employed,F,68931,Urban,Married,66,32,30,7,Personal Auto,Personal L2,Offer2,309.577946,Four-Door Car,Medsize,5332.462694
Oregon,Basic,College,2/26/2011,Unemployed,M,0,Suburban,Single,67,6,60,1,Personal Auto,Personal L2,Offer4,321.6,Four-Door Car,Large,2121.313061
California,Basic,High School or Below,1/5/2011,Medical Leave,F,19189,Suburban,Married,108,21,9,3,Personal Auto,Personal L2,Offer2,518.4,SUV,Large,8281.740124
California,Basic,Master,1/20/2011,Employed,F,49390,Urban,Married,195,31,15,1,Personal Auto,Personal L1,Offer4,738.05105,Luxury Car,Medsize,7835.929299
Oregon,Basic,College,2/6/2011,Employed,M,33124,Rural,Single,67,35,7,1,Personal Auto,Personal L1,Offer1,80.119997,Four-Door Car,Large,2552.913868
California,Basic,College,1/31/2011,Employed,F,40516,Rural,Married,70,21,31,1,Personal Auto,Personal L3,Offer2,137.168874,Two-Door Car,Small,2795.410029
Washington,Basic,High School or Below,1/2/2011,Unemployed,F,0,Suburban,Divorced,112,12,93,3,Personal Auto,Personal L3,Offer1,537.6,Sports Car,Medsize,8007.399376
Oregon,Extended,College,1/6/2011,Employed,M,34615,Suburban,Married,87,6,73,7,Personal Auto,Personal L2,Offer1,417.6,Four-Door Car,Medsize,6886.324494
California,Basic,College,2/7/2011,Disabled,F,29894,Rural,Married,72,9,69,3,Personal Auto,Personal L3,Offer3,16.510134,Four-Door Car,Large,5106.781547
Oregon,Extended,Bachelor,2/7/2011,Unemployed,F,0,Suburban,Single,79,32,2,3,Corporate Auto,Corporate L3,Offer1,379.2,Two-Door Car,Medsize,5612.375586
Washington,Extended,High School or Below,1/30/2011,Unemployed,M,0,Suburban,Single,84,32,96,4,Personal Auto,Personal L1,Offer3,847.490817,Four-Door Car,Medsize,5658.912313
Oregon,Basic,High School or Below,2/22/2011,Employed,F,86732,Rural,Married,180,0,95,1,Personal Auto,Personal L1,Offer1,204.373113,Luxury SUV,Medsize,7263.599744
Nevada,Extended,Master,1/21/2011,Employed,F,68516,Rural,Married,216,17,0,1,Corporate Auto,Corporate L2,Offer2,95.693949,Luxury SUV,Medsize,8712.157741
California,Basic,Doctor,1/10/2011,Employed,M,31562,Suburban,Married,115,14,6,3,Personal Auto,Personal L2,Offer1,552,SUV,Medsize,9198.685111
Oregon,Basic,High School or Below,1/10/2011,Unemployed,F,0,Suburban,Single,74,33,92,4,Personal Auto,Personal L1,Offer1,582.420512,Four-Door Car,Medsize,5162.370678
Arizona,Extended,Bachelor,1/5/2011,Employed,F,24477,Suburban,Married,79,15,32,3,Personal Auto,Personal L3,Offer4,379.2,Four-Door Car,Small,6289.946999
Oregon,Basic,Master,1/31/2011,Unemployed,M,0,Suburban,Single,100,31,80,1,Personal Auto,Personal L3,Offer1,480,SUV,Medsize,3649.708655
California,Extended,College,2/24/2011,Employed,M,20046,Suburban,Married,87,15,59,3,Personal Auto,Personal L2,Offer3,417.6,Two-Door Car,Medsize,6766.558551
Arizona,Basic,Bachelor,1/12/2011,Employed,M,78152,Suburban,Married,114,18,35,1,Corporate Auto,Corporate L3,Offer4,547.2,SUV,Medsize,4631.011293
Arizona,Basic,Bachelor,1/14/2011,Unemployed,M,0,Suburban,Married,65,7,47,2,Personal Auto,Personal L3,Offer4,733.522405,Four-Door Car,Large,6810.52531
Oregon,Basic,College,1/7/2011,Employed,F,36067,Suburban,Married,117,30,78,3,Personal Auto,Personal L3,Offer2,561.6,Sports Car,Large,9378.634228
Oregon,Basic,Bachelor,2/15/2011,Employed,F,44362,Rural,Married,66,15,75,2,Corporate Auto,Corporate L3,Offer2,142.113373,Four-Door Car,Small,15762.53198
Nevada,Basic,Master,1/6/2011,Employed,M,77350,Suburban,Divorced,66,11,4,1,Personal Auto,Personal L1,Offer4,316.8,Four-Door Car,Medsize,2635.505781
Oregon,Basic,College,1/29/2011,Employed,F,86641,Rural,Married,71,17,79,6,Personal Auto,Personal L3,Offer4,161.752532,Two-Door Car,Small,5741.72743
Oregon,Basic,College,1/27/2011,Employed,M,72258,Rural,Married,105,8,50,4,Personal Auto,Personal L2,Offer1,12.497538,SUV,Medsize,8414.942855
Oregon,Basic,Bachelor,1/3/2011,Employed,M,70737,Suburban,Married,114,25,12,4,Corporate Auto,Corporate L3,Offer4,741.655597,SUV,Medsize,9123.911266
California,Premium,Bachelor,2/16/2011,Unemployed,M,0,Suburban,Single,159,19,75,2,Personal Auto,Personal L3,Offer1,1410.16929,SUV,Medsize,15994.008
California,Extended,College,1/10/2011,Unemployed,M,0,Suburban,Single,125,7,99,3,Personal Auto,Personal L3,Offer1,988.535078,SUV,Large,9022.08313
California,Extended,College,1/24/2011,Unemployed,M,0,Suburban,Single,81,10,80,3,Personal Auto,Personal L3,Offer1,388.8,Four-Door Car,Medsize,4759.664624
Arizona,Basic,Bachelor,1/9/2011,Disabled,M,17672,Suburban,Divorced,110,28,16,1,Personal Auto,Personal L1,Offer3,792,SUV,Medsize,3993.882994
Washington,Premium,High School or Below,1/14/2011,Unemployed,F,0,Suburban,Single,173,24,21,2,Corporate Auto,Corporate L2,Offer2,1245.6,SUV,Medsize,18853.73945
Oregon,Basic,High School or Below,1/22/2011,Employed,F,47297,Suburban,Married,115,10,46,4,Personal Auto,Personal L3,Offer2,796.130111,SUV,Medsize,8840.193762
California,Extended,Doctor,1/9/2011,Employed,F,57240,Rural,Married,83,18,79,7,Corporate Auto,Corporate L3,Offer2,83.652384,Four-Door Car,Medsize,6696.903521
California,Basic,Bachelor,1/22/2011,Employed,M,28181,Suburban,Married,109,32,41,3,Personal Auto,Personal L2,Offer3,523.2,SUV,Medsize,8476.082867
Arizona,Basic,Bachelor,1/26/2011,Employed,F,31275,Suburban,Divorced,66,26,0,3,Personal Auto,Personal L3,Offer2,316.8,Two-Door Car,Medsize,5205.748188
California,Basic,College,2/17/2011,Unemployed,M,0,Suburban,Single,182,24,45,1,Special Auto,Special L2,Offer3,1310.4,Luxury Car,Small,6141.961623
California,Premium,Bachelor,2/28/2011,Employed,F,63774,Rural,Divorced,111,18,63,1,Corporate Auto,Corporate L2,Offer2,60.036683,Four-Door Car,Medsize,4376.363592
Oregon,Basic,High School or Below,1/5/2011,Employed,M,78441,Suburban,Married,103,6,73,2,Personal Auto,Personal L3,Offer2,613.866905,SUV,Medsize,12375.02163
Oregon,Basic,College,1/31/2011,Unemployed,F,0,Suburban,Divorced,104,19,65,1,Personal Auto,Personal L1,Offer1,499.2,SUV,Small,3451.10244
Nevada,Extended,College,1/23/2011,Unemployed,M,0,Suburban,Married,76,0,91,2,Corporate Auto,Corporate L1,Offer3,364.8,Two-Door Car,Small,8107.26533
Washington,Basic,College,2/12/2011,Unemployed,F,0,Urban,Married,117,0,65,4,Personal Auto,Personal L3,Offer3,511.422666,SUV,Medsize,8662.048958
Oregon,Basic,High School or Below,2/1/2011,Employed,M,91423,Urban,Married,109,3,71,5,Personal Auto,Personal L2,Offer1,435.796252,SUV,Medsize,8696.907111
Oregon,Basic,Bachelor,2/26/2011,Employed,M,86933,Urban,Married,63,3,64,1,Corporate Auto,Corporate L3,Offer3,269.563038,Two-Door Car,Large,2535.266473
California,Basic,Doctor,2/2/2011,Employed,M,65255,Urban,Divorced,72,3,65,3,Personal Auto,Personal L3,Offer1,321.457124,Four-Door Car,Small,5633.741543
Oregon,Basic,High School or Below,2/7/2011,Employed,M,41533,Urban,Married,65,2,46,9,Corporate Auto,Corporate L2,Offer3,232.879766,Four-Door Car,Medsize,5176.730072
California,Basic,College,1/16/2011,Employed,M,50097,Rural,Divorced,71,25,81,5,Personal Auto,Personal L1,Offer3,17.484679,Four-Door Car,Medsize,5531.723723
California,Basic,Bachelor,2/28/2011,Employed,F,73858,Suburban,Married,72,8,59,1,Personal Auto,Personal L3,Offer4,422.59237,Four-Door Car,Medsize,2810.671023
Oregon,Basic,College,2/22/2011,Employed,F,94943,Suburban,Married,69,3,22,1,Personal Auto,Personal L2,Offer2,387.545055,Four-Door Car,Medsize,2780.729047
California,Basic,College,2/21/2011,Employed,F,72685,Rural,Married,68,20,97,1,Personal Auto,Personal L3,Offer4,14.464783,Four-Door Car,Medsize,2572.452634
California,Basic,College,1/23/2011,Employed,M,60184,Rural,Divorced,199,7,44,1,Personal Auto,Personal L3,Offer2,161.61574,Luxury SUV,Medsize,7664.219255
California,Basic,High School or Below,2/13/2011,Unemployed,F,0,Suburban,Single,106,29,38,1,Corporate Auto,Corporate L3,Offer4,763.2,SUV,Small,3839.746159
California,Basic,High School or Below,1/8/2011,Employed,M,74045,Suburban,Single,64,23,83,1,Personal Auto,Personal L3,Offer3,307.2,Four-Door Car,Medsize,2509.268453
Nevada,Extended,High School or Below,2/11/2011,Employed,M,52564,Rural,Married,122,33,28,2,Personal Auto,Personal L3,Offer2,42.131925,SUV,Medsize,14566.09246
Washington,Extended,Bachelor,1/6/2011,Medical Leave,M,19098,Suburban,Married,87,35,3,1,Personal Auto,Personal L2,Offer2,417.6,Two-Door Car,Medsize,3220.775528
Arizona,Extended,College,1/25/2011,Employed,M,78784,Urban,Married,80,33,72,1,Personal Auto,Personal L3,Offer2,239.964694,Four-Door Car,Medsize,3199.824902
Washington,Basic,College,2/20/2011,Unemployed,F,0,Rural,Single,65,10,10,2,Personal Auto,Personal L3,Offer2,163.046956,Two-Door Car,Medsize,16045.10952
Oregon,Basic,College,2/17/2011,Employed,M,29256,Suburban,Married,63,33,41,5,Personal Auto,Personal L1,Offer4,302.4,Four-Door Car,Medsize,4918.916267
Arizona,Basic,High School or Below,1/31/2011,Employed,F,77912,Rural,Single,71,2,21,3,Corporate Auto,Corporate L3,Offer3,23.89816,Four-Door Car,Medsize,5623.757656
Oregon,Basic,College,2/25/2011,Employed,M,45345,Rural,Married,72,28,86,3,Personal Auto,Personal L3,Offer1,99.039453,Four-Door Car,Large,5677.465907
Oregon,Extended,College,1/7/2011,Medical Leave,M,25630,Suburban,Single,86,8,63,1,Corporate Auto,Corporate L3,Offer4,412.8,Two-Door Car,Medsize,3016.444225
California,Basic,College,2/12/2011,Employed,M,22280,Rural,Married,68,10,48,3,Personal Auto,Personal L3,Offer3,169.414572,Four-Door Car,Large,5279.124682
Nevada,Basic,High School or Below,2/24/2011,Unemployed,M,0,Suburban,Single,69,31,25,7,Corporate Auto,Corporate L2,Offer1,496.8,Four-Door Car,Small,4803.935174
Nevada,Basic,Master,2/11/2011,Employed,M,61567,Rural,Married,65,35,78,1,Personal Auto,Personal L1,Offer4,39.532978,Four-Door Car,Small,2608.786334
Arizona,Basic,High School or Below,1/9/2011,Employed,M,34644,Suburban,Married,66,7,36,2,Personal Auto,Personal L3,Offer4,316.8,Four-Door Car,Medsize,7832.569008
California,Basic,College,2/5/2011,Medical Leave,M,26991,Suburban,Divorced,119,34,65,1,Corporate Auto,Corporate L3,Offer3,856.8,SUV,Medsize,4260.33573
Arizona,Basic,Bachelor,1/19/2011,Employed,M,49746,Suburban,Single,61,5,88,1,Personal Auto,Personal L2,Offer2,624.42874,Two-Door Car,Small,2369.369299
California,Basic,High School or Below,2/21/2011,Unemployed,M,0,Suburban,Single,72,8,61,2,Special Auto,Special L3,Offer3,723.010515,Two-Door Car,Medsize,20604.01627
Arizona,Basic,College,1/8/2011,Employed,F,49625,Urban,Married,66,29,9,1,Corporate Auto,Corporate L1,Offer3,261.549577,Two-Door Car,Medsize,2652.067994
Arizona,Basic,College,2/14/2011,Employed,F,49308,Rural,Married,65,7,97,1,Corporate Auto,Corporate L1,Offer3,150.235884,Four-Door Car,Medsize,2597.864075
California,Extended,Master,1/14/2011,Employed,F,63624,Rural,Married,95,10,5,5,Personal Auto,Personal L3,Offer1,175.243467,Four-Door Car,Medsize,7712.436971
Oregon,Basic,Master,1/11/2011,Employed,F,80358,Urban,Married,116,19,2,1,Personal Auto,Personal L3,Offer4,443.637243,SUV,Large,4698.88415
Washington,Extended,College,2/24/2011,Employed,M,38460,Rural,Divorced,88,15,1,1,Personal Auto,Personal L3,Offer1,91.55098,Four-Door Car,Medsize,3403.919366
California,Basic,High School or Below,1/2/2011,Unemployed,M,0,Suburban,Single,64,22,22,4,Personal Auto,Personal L2,Offer4,460.8,Two-Door Car,Medsize,4355.702301
California,Basic,Bachelor,1/3/2011,Unemployed,F,0,Suburban,Single,101,10,48,2,Personal Auto,Personal L3,Offer1,727.2,SUV,Medsize,11095.97445
Oregon,Extended,High School or Below,2/15/2011,Unemployed,F,0,Suburban,Single,92,3,9,1,Personal Auto,Personal L1,Offer1,711.323244,Four-Door Car,Small,3300.684961
California,Extended,College,1/20/2011,Employed,M,34835,Urban,Married,89,1,45,9,Personal Auto,Personal L3,Offer1,294.691896,Two-Door Car,Medsize,6981.081694
Oregon,Extended,Bachelor,1/5/2011,Employed,F,93836,Urban,Married,139,1,19,2,Corporate Auto,Corporate L1,Offer3,497.353106,Sports Car,Medsize,16922.12519
Oregon,Basic,Master,1/23/2011,Employed,M,34075,Rural,Single,196,8,87,1,Special Auto,Special L2,Offer3,451.896687,Luxury SUV,Small,7639.670244
Oregon,Basic,Bachelor,1/2/2011,Employed,M,35624,Urban,Single,66,6,55,2,Personal Auto,Personal L1,Offer1,227.44626,Four-Door Car,Medsize,19237.77089
Oregon,Basic,Doctor,1/2/2011,Employed,F,83218,Urban,Married,72,6,42,1,Personal Auto,Personal L3,Offer4,245.103885,Four-Door Car,Medsize,2915.649943
Arizona,Basic,Bachelor,2/14/2011,Employed,F,24641,Suburban,Married,105,12,82,1,Personal Auto,Personal L2,Offer2,504,SUV,Medsize,4196.429642
Oregon,Basic,Bachelor,2/24/2011,Retired,M,22828,Suburban,Married,106,11,54,2,Corporate Auto,Corporate L3,Offer1,508.8,SUV,Medsize,16473.16905
Oregon,Basic,College,1/13/2011,Unemployed,M,0,Suburban,Married,71,22,25,1,Personal Auto,Personal L1,Offer3,340.8,Four-Door Car,Medsize,2657.570431
California,Extended,Master,1/27/2011,Employed,M,28729,Urban,Single,90,26,19,1,Personal Auto,Personal L3,Offer3,338.744392,Four-Door Car,Medsize,3267.709691
Arizona,Basic,Bachelor,1/14/2011,Employed,M,72731,Rural,Married,65,10,7,1,Personal Auto,Personal L3,Offer2,125.704164,Four-Door Car,Medsize,2584.532849
California,Basic,College,2/13/2011,Employed,F,59932,Rural,Single,71,16,77,3,Personal Auto,Personal L3,Offer1,116.600107,Four-Door Car,Medsize,5503.919257
Washington,Basic,College,2/16/2011,Employed,F,54292,Suburban,Married,67,4,26,2,Personal Auto,Personal L1,Offer1,321.6,Four-Door Car,Small,8021.067105
California,Basic,Bachelor,2/21/2011,Unemployed,M,0,Suburban,Single,194,0,22,2,Personal Auto,Personal L2,Offer1,931.2,Luxury SUV,Medsize,19606.35999
California,Basic,Bachelor,1/14/2011,Unemployed,F,0,Suburban,Single,63,22,7,1,Personal Auto,Personal L1,Offer1,302.4,Four-Door Car,Medsize,1904.000852
Nevada,Extended,College,1/24/2011,Employed,F,59414,Urban,Married,91,23,21,3,Personal Auto,Personal L3,Offer1,340.32278,Two-Door Car,Medsize,7288.297591
Oregon,Extended,High School or Below,1/8/2011,Employed,M,96587,Suburban,Married,138,31,99,1,Personal Auto,Personal L3,Offer2,749.244062,SUV,Medsize,5553.521059
California,Basic,Bachelor,1/11/2011,Unemployed,M,0,Suburban,Divorced,111,15,12,2,Personal Auto,Personal L1,Offer3,532.8,SUV,Medsize,11702.34819
Oregon,Extended,College,2/26/2011,Unemployed,F,0,Suburban,Single,133,0,59,2,Personal Auto,Personal L3,Offer1,638.4,SUV,Medsize,36897.79765
California,Basic,College,1/25/2011,Employed,M,94362,Urban,Divorced,74,21,96,1,Personal Auto,Personal L2,Offer1,195.405949,Two-Door Car,Large,2957.102851
Oregon,Basic,Bachelor,1/12/2011,Employed,F,84488,Urban,Married,61,33,71,2,Personal Auto,Personal L1,Offer1,208.885686,Four-Door Car,Medsize,19643.54421
California,Premium,College,1/21/2011,Employed,F,65085,Urban,Married,103,20,55,1,Personal Auto,Personal L2,Offer2,480.073548,Four-Door Car,Medsize,4111.888285
California,Basic,Bachelor,2/9/2011,Unemployed,F,0,Suburban,Single,72,35,86,2,Personal Auto,Personal L3,Offer2,518.4,Two-Door Car,Medsize,15122.99194
California,Basic,College,1/14/2011,Unemployed,F,0,Suburban,Married,69,32,21,2,Special Auto,Special L2,Offer1,450.760925,Four-Door Car,Small,12807.09083
Arizona,Basic,High School or Below,1/20/2011,Unemployed,M,0,Suburban,Married,67,4,44,1,Personal Auto,Personal L3,Offer2,664.128009,Four-Door Car,Small,2500.241685
Nevada,Basic,College,2/14/2011,Unemployed,M,0,Suburban,Single,62,1,73,3,Personal Auto,Personal L3,Offer1,446.4,Four-Door Car,Small,4260.709139
California,Basic,Bachelor,2/20/2011,Employed,M,60798,Suburban,Married,66,21,57,1,Personal Auto,Personal L3,Offer2,316.8,Four-Door Car,Medsize,2609.533154
Arizona,Basic,High School or Below,1/9/2011,Employed,F,30761,Suburban,Divorced,69,16,16,2,Special Auto,Special L3,Offer1,331.2,Two-Door Car,Small,10796.44832
Arizona,Basic,College,2/21/2011,Employed,F,25981,Rural,Married,65,33,38,1,Personal Auto,Personal L3,Offer1,77.54669,Two-Door Car,Large,2590.654042
California,Premium,Bachelor,2/12/2011,Employed,M,67739,Rural,Divorced,149,4,76,2,Personal Auto,Personal L3,Offer1,270.373444,SUV,Medsize,29199.81072
Arizona,Basic,Doctor,1/29/2011,Employed,F,25581,Urban,Married,105,9,21,1,Personal Auto,Personal L3,Offer2,429.695284,SUV,Medsize,4194.659772
California,Basic,High School or Below,1/11/2011,Employed,F,99759,Rural,Married,65,12,25,2,Personal Auto,Personal L2,Offer2,74.463101,Two-Door Car,Medsize,10314.52484
Washington,Basic,High School or Below,1/18/2011,Employed,M,76514,Suburban,Married,112,19,0,3,Personal Auto,Personal L3,Offer4,573.941286,SUV,Medsize,9028.307862
Arizona,Basic,Bachelor,2/25/2011,Disabled,M,18375,Suburban,Married,103,8,50,1,Personal Auto,Personal L2,Offer1,535.080276,Sports Car,Large,3954.344534
California,Extended,Bachelor,1/20/2011,Medical Leave,M,21832,Suburban,Single,84,29,39,3,Personal Auto,Personal L2,Offer1,403.2,Four-Door Car,Small,6089.517361
Arizona,Premium,College,2/26/2011,Unemployed,F,0,Suburban,Single,117,25,43,2,Personal Auto,Personal L3,Offer1,842.4,Two-Door Car,Medsize,12827.42831
